shift,test_accuracy_mean,test_accuracy_std,test_bal_accuracy_mean,test_bal_accuracy_std,test_precision_mean,test_precision_std,test_recall_mean,test_recall_std,test_specificity_mean,test_specificity_std,test_auc_mean,test_auc_std,test_f1_score_mean,test_f1_score_std,validation_accuracy_mean,validation_accuracy_std,validation_bal_accuracy_mean,validation_bal_accuracy_std,validation_precision_mean,validation_precision_std,validation_recall_mean,validation_recall_std,validation_specificity_mean,validation_specificity_std,validation_auc_mean,validation_auc_std,validation_f1_score_mean,validation_f1_score_std,CBPE_accuracy_mean,CBPE_accuracy_std,CBPE_bal_accuracy_mean,CBPE_bal_accuracy_std,CBPE_precision_mean,CBPE_precision_std,CBPE_recall_mean,CBPE_recall_std,CBPE_specificity_mean,CBPE_specificity_std,CBPE_auc_mean,CBPE_auc_std,CBPE_f1_score_mean,CBPE_f1_score_std,ATC_accuracy_mean,ATC_accuracy_std,ATC_bal_accuracy_mean,ATC_bal_accuracy_std,ATC_precision_mean,ATC_precision_std,ATC_recall_mean,ATC_recall_std,ATC_specificity_mean,ATC_specificity_std,ATC_auc_mean,ATC_auc_std,ATC_f1_score_mean,ATC_f1_score_std,CMATC_accuracy_mean,CMATC_accuracy_std,CMATC_bal_accuracy_mean,CMATC_bal_accuracy_std,CMATC_precision_mean,CMATC_precision_std,CMATC_recall_mean,CMATC_recall_std,CMATC_specificity_mean,CMATC_specificity_std,CMATC_auc_mean,CMATC_auc_std,CMATC_f1_score_mean,CMATC_f1_score_std,DoC_accuracy_mean,DoC_accuracy_std,DoC_bal_accuracy_mean,DoC_bal_accuracy_std,DoC_precision_mean,DoC_precision_std,DoC_recall_mean,DoC_recall_std,DoC_specificity_mean,DoC_specificity_std,DoC_auc_mean,DoC_auc_std,DoC_f1_score_mean,DoC_f1_score_std,CMDoC_accuracy_mean,CMDoC_accuracy_std,CMDoC_bal_accuracy_mean,CMDoC_bal_accuracy_std,CMDoC_precision_mean,CMDoC_precision_std,CMDoC_recall_mean,CMDoC_recall_std,CMDoC_specificity_mean,CMDoC_specificity_std,CMDoC_auc_mean,CMDoC_auc_std,CMDoC_f1_score_mean,CMDoC_f1_score_std,test_ece_mean,test_ece_std,test_rbs_mean,test_rbs_std,validation_ece_mean,validation_ece_std,validation_rbs_mean,validation_rbs_std
0.05,0.78,0.0,0.7610526315789474,0.0,0.15163934426229508,0.0,0.74,0.0,0.7821052631578947,0.0,0.851578947368421,0.0,0.25170068027210885,0.0,0.7860126667565018,0.0,0.7876560553133161,0.0,0.7091720376797224,0.0,0.7961705443615719,0.0,0.7791415662650603,0.0,0.8655379463417512,0.0,0.750157331655129,0.0,0.8224969482421876,0.0,0.7606145143508911,0.0,0.7206014,0.0,0.61659724,0.0,0.90463185,0.0,0.8753014869992667,0.0,0.6645547231559292,0.0,0.793,0.0,0.794,0.0,0.719,0.0,0.805,0.0,0.792,0.0,0.875,0.0,0.766,0.0,0.8,0.0,0.728230854197349,0.0,0.5491803278688525,0.0,0.5982142857142857,0.0,0.8582474226804123,0.0,0.8244009232115875,0.0,0.5726495726495726,0.0,0.7990409308022172,0.0,0.8006843193590314,0.0,0.7222003017254377,0.0,0.8091988084072872,0.0,0.7921698303107756,0.0,0.8785662103874665,0.0,0.7631855957008443,0.0,0.8173447850992052,0.0,0.7525506506357136,0.0,0.6492380966292381,0.0,0.6200563004193543,0.0,0.8850450008520728,0.0,0.8518989559793548,0.0,0.6343117455230006,0.0,0.2351565462697763,0.0,0.3783086369204726,0.0,0.04565172297931194,0.0,0.3848142509423304,0.0
0.95,0.833,0.0,0.8363157894736841,0.0,0.9899874843554443,0.0,0.8326315789473684,0.0,0.84,0.0,0.9138526315789474,0.0,0.9045168667810177,0.0,0.7860126667565018,0.0,0.7876560553133161,0.0,0.7091720376797224,0.0,0.7961705443615719,0.0,0.7791415662650603,0.0,0.8655379463417512,0.0,0.750157331655129,0.0,0.801002685546875,0.0,0.7141808271408081,0.0,0.8172472,0.0,0.92495614,0.0,0.50340545,0.0,0.832105891082201,0.0,0.8677722322809951,0.0,0.793,0.0,0.797,0.0,0.702,0.0,0.806,0.0,0.786,0.0,0.887,0.0,0.748,0.0,0.777,0.0,0.6831499687890137,0.0,0.8060075093867334,0.0,0.9044943820224719,0.0,0.4618055555555556,0.0,0.7586151070090994,0.0,0.8524156187954995,0.0,0.7775466614311844,0.0,0.7791900499879987,0.0,0.700706032354405,0.0,0.7877045390362545,0.0,0.7706755609397429,0.0,0.8570719410164338,0.0,0.7416913263298116,0.0,0.7472431681858925,0.0,0.6749810401331731,0.0,0.7458839261778736,0.0,0.9229987932089441,0.0,0.426963287057402,0.0,0.7879774309923865,0.0,0.825042953274844,0.0,0.24404164994927124,0.0,0.3564192654041857,0.0,0.04565172297931194,0.0,0.3848142509423304,0.0
